Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Night_drag_comments,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Shark,Bori
767,12,30,17,00,1995,09,01,Levi,Katza N,22,,,FALSE,,FALSE,,FALSE,,767,,,,,,,,,,1,,4,,,,1,,,,,,,,,,,,,2,,,,,,,,FALSE,,2 Ind,,,,,,,,FALSE,,,,,,,,,,,
768,17,30,19,30,1995,09,01,Levi,Ashdod S,27,,,FALSE,,FALSE,,FALSE,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,3,,,,,FALSE,,,,,,,,,,,
769,21,00,06,00,1995,09,01,Levi,Ashdod S,6,,,FALSE,,FALSE,,FALSE,,769,,,,,,,,,90 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
770,06,30,10,30,1995,09,02,Levi,Ashdod S,,1.4,,FALSE,,FALSE,,FALSE,,770,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,6 B+1 M+,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
771,11,00,15,00,1995,09,02,Levi,Nitanim S,23,,,FALSE,,FALSE,,FALSE,,771,,,,,,,,,,,2,6,2,,,,,2,,,,,,,,,,,3,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
772,16,00,20,00,1995,09,02,Levi,Ashkelon N,23,,,FALSE,,FALSE,,FALSE,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
773,21,00,05,00,1995,09,02,Levi,Ashdod S,7,,,FALSE,,FALSE,,FALSE,,773,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
774,07,00,12,00,1995,09,03,Levi,Ashdod S,23,,,FALSE,,FALSE,,FALSE,,774,,,,,,,,,,,1,5,1,,,2 B+1 S+,,1,,,,,,,,,,,1.5,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
775,12,30,17,15,1995,09,03,Levi,Katza N,23,,,FALSE,,FALSE,,FALSE,,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
776,21,00,05,00,1995,09,03,Levi,Ashdod S,7,,,FALSE,,FALSE,,FALSE,,776,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
777,06,00,10,00,1995,09,04,Levi,Ashdod S,23,,,FALSE,,FALSE,,FALSE,,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
778,10,30,14,30,1995,09,04,Levi,Ashdod S,23,,,FALSE,,FALSE,,FALSE,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
779,15,00,19,00,1995,09,04,Levi,Ashdod S,27,,,FALSE,,FALSE,,FALSE,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
780,21,00,05,00,1995,09,04,Levi,Ashdod S,12,,,FALSE,,FALSE,,FALSE,,780,,,,,,,,,130 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
781,06,30,10,30,1995,09,05,Levi,,21,,,FALSE,,FALSE,,FALSE,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
782,15,30,18,30,1995,09,05,Levi,Katza N,22,,,FALSE,,FALSE,,FALSE,,782,,,,,,,,,,,,2,,,,1 S+,,2,,,,6 M+,,,,,,,,,,,,,,1 B+,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
783,,,,,1995,09,06,Zion,Nitanim S,22,,,FALSE,,FALSE,,FALSE,,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
784,,,,,1995,09,06,Zion,,22,,,FALSE,,FALSE,,FALSE,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
785,,,,,1995,09,07,Zion,Palmachim N,27,,,FALSE,,FALSE,,FALSE,,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
786,,,,,1995,09,07,Zion,,27,,,FALSE,,FALSE,,FALSE,,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
787,,,,,1995,09,07,Zion,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,787,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
788,06,30,10,30,1995,09,08,Sharot,Ashdod N,27,,,FALSE,,FALSE,,FALSE,,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
789,11,30,14,30,1995,09,08,Sharot,Jaffa S,26,,,FALSE,,FALSE,,FALSE,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
790,15,30,18,00,1995,09,08,Sharot,Palmachim N,26,,,FALSE,,FALSE,,FALSE,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
791,19,00,04,00,1995,09,08,Sharot,Jaffa N,50,,,FALSE,,FALSE,,FALSE,,791,,,,,,,,,,,,,,,100 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
792,05,15,10,00,1995,09,09,Sharot,Tel Aviv S,27,,,FALSE,,FALSE,,FALSE,,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,17,,,,,FALSE,,,,,,,,,,,
793,10,30,14,30,1995,09,09,Sharot,Tel Aviv S,27,,,FALSE,,FALSE,,FALSE,,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
794,15,00,18,00,1995,09,09,Sharot,Jaffa S,27,,,FALSE,,FALSE,,FALSE,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
795,06,15,11,00,1995,09,10,Sharot,Falick S,27,,night,TRUE,,FALSE,,FALSE,,795,,,,,,,,,,,,3,,,,1 M+,,1,,,,,,,,,,,15,,,,,,,3,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
796,11,45,,,1995,09,10,Sharot,Jaffa S,27,,,FALSE,,FALSE,,FALSE,,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
797,21,30,05,30,1995,09,10,Sharot,Ashdod N,42,,,FALSE,,FALSE,,FALSE,,797,,,,,,,,,,,,,,,120 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
798,07,00,12,00,1995,09,11,Sharot,gaas S,27,,,FALSE,,FALSE,,FALSE,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,20,,,,,FALSE,,,,,,,,,,,
799,12,30,,,1995,09,11,Sharot,Jaffa S,28,,,FALSE,,FALSE,,FALSE,,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
800,18,30,24,00,1995,09,11,Sharot,Ashdod S,42,,,FALSE,,FALSE,,FALSE,,800,,,,,,,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
801,01,00,05,30,1995,09,12,Sharot,Katza N,42,,,FALSE,,FALSE,,FALSE,,801,,,,,,,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
802,07,00,11,30,1995,09,12,Sharot,Ashdod N,28,,,FALSE,,FALSE,,FALSE,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
803,12,30,17,00,1995,09,12,Sharot,Jaffa S,,2.55,,FALSE,,FALSE,,FALSE,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,30,,,,,FALSE,,,,,,,,,,,
804,21,00,00,30,1995,09,12,Sharot,Ashdod N,,2.55,,FALSE,,FALSE,,FALSE,,804,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
805,02,00,06,00,1995,09,13,Sharot,Jaffa N,42,,,FALSE,,FALSE,,FALSE,,805,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
806,07,00,11,00,1995,09,13,Sharot,gaas S,27,,,FALSE,,FALSE,,FALSE,,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,26,,,,,FALSE,,,,,,,,,,,
807,11,30,14,45,1995,09,13,Sharot,Tel Aviv N,27,,,FALSE,,FALSE,,FALSE,,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,20,,,,,FALSE,,,,,,,,,,,
808,15,15,18,00,1995,09,13,Sharot,gaas S,,4,,FALSE,,FALSE,,FALSE,,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
809,19,00,03,00,1995,09,13,Sharot,Jaffa S,42,,,FALSE,,FALSE,,FALSE,,809,,,,,,,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
810,06,30,11,00,1995,09,14,Sharot,Ashdod S,,4,,FALSE,,FALSE,,FALSE,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
811,06,30,10,30,1995,09,15,Levi,Herzelia N,28,,,FALSE,,FALSE,,FALSE,,811,,,,,,,,,,1 M+,,,,,,,,,,,,,,,,,,,10 B+1,,,,,,,3 B+,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
812,11,00,14,30,1995,09,15,Levi,Michmoret N,28,,,FALSE,,FALSE,,FALSE,,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
813,15,00,19,00,1995,09,15,Levi,Michmoret S,28,,,FALSE,,FALSE,,FALSE,,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
814,20,00,23,00,1995,09,15,Levi,gaas S,22,,,FALSE,,FALSE,,FALSE,,814,,,,,,,,,2,,,,,,,3 B+1 S+2 M+,,,,,,,,,,,,,,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
815,00,00,05,00,1995,09,15,Levi,Riding N,28,,,FALSE,,FALSE,,FALSE,,815,,,,,,,,,,2 M+,,3,,,,,,,,,,,,,,,,,6 B+1 S+1 M+,,,,,,,,FALSE,,1,2 L+,,,,,,,FALSE,,,,,,,,,,,
816,05,45,09,00,1995,09,16,Levi,Natanya N,27,,,FALSE,,FALSE,,FALSE,,816,,,,,,,,,,,,1,,,,2 B+2 S+,,,,,,,,,,,,,2 B+3 S+3 M+1 L+,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
817,09,30,13,00,1995,09,16,Levi,Hadera S,22,,,FALSE,,FALSE,,FALSE,,817,,,,,,,,,,,,,,,,,,28 S+,,,,,,,,,,,5 M+,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
818,13,30,17,00,1995,09,16,Levi,Natanya S,,4,,FALSE,,FALSE,,FALSE,,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 M+,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
819,20,30,04,30,1995,09,16,Levi,Herzelia S,50,,,FALSE,,FALSE,,FALSE,,819,,,,,,,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
820,07,00,11,00,1995,09,17,Levi,Ashdod N,27,,,FALSE,,FALSE,,FALSE,,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 B+,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
821,11,30,15,00,1995,09,17,Levi,Jaffa N,,,,FALSE,,FALSE,,FALSE,,821,,,,,,,1,,,,,,,,,,,28 B+5 L+,,,3,,,,,,,,2 B+,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
822,21,30,02,00,1995,09,17,Levi,Jaffa N,28,,,FALSE,,FALSE,,FALSE,,822,,,,,,,,,2 Kg,,,3 L+,,,,,,,,,,,,,,,,,3 B+,,,,,,,,FALSE,,0.5,2 L+,,,,,,,FALSE,,,,,,,,,,,
823,02,30,05,00,1995,09,18,Levi,Natanya N,28,,,FALSE,,FALSE,,FALSE,,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
824,08,00,12,00,1995,09,18,Levi,Natanya N,28,,,FALSE,,FALSE,,FALSE,,824,,,,,,,0.5,,,,,1,0.5,,,,,,,,1,,,,,,,,2 B+1 S+1 M+,,,,,,,2 S+,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
825,17,30,19,30,1995,09,18,Levi,Falick N,,4,,FALSE,,FALSE,,FALSE,,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 M+,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
826,08,00,11,30,1995,09,19,Levi,Herzelia N,,3.5,,FALSE,,FALSE,,FALSE,,826,,,,,,,,,,,,1 L+,1,,,,,3 L+,,,2 S+,,,,,,,,4 M+,,,,3 L+,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
827,12,15,16,00,1995,09,19,Levi,Natanya N,,4,,FALSE,,FALSE,,FALSE,,827,,,,,,,,,,,,0.5,4,,,,,0.5,,,,,,,,,,,2 B+2 S+3 M+,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
828,16,30,19,00,1995,09,19,Levi,Hadera S,,4,,FALSE,,FALSE,,FALSE,,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 M+,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
829,05,00,09,00,1995,09,20,Levi,Hadera S,,4,,FALSE,,FALSE,,FALSE,,829,,,,,,,,,,,,1,1,,,1 S+,,1 M+,,,,,,,,,,,3 B+1.5 S+2 M+,,,,,,,2,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
830,09,30,14,00,1995,09,20,Levi,Falick N,,4,,FALSE,,FALSE,,FALSE,,830,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1.5 B+1.5 S+2 M+,,,,1,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
831,14,30,19,00,1995,09,20,Levi,Hadera S,,4,,FALSE,,FALSE,,FALSE,,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
832,20,30,03,00,1995,09,20,Levi,Natanya S,42,,,FALSE,,FALSE,,FALSE,,832,,,,,,,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,10,,,FALSE,,,,,,,,,,,
833,06,15,09,45,1995,09,21,Levi,Ashdod N,,2.7,,FALSE,,FALSE,,FALSE,,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
834,10,15,13,30,1995,09,21,Levi,Bat yam N,,2.5,,FALSE,,FALSE,,FALSE,,834,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
835,,,,,1995,09,22,Zion,Ashdod S,50,,night,TRUE,,FALSE,,FALSE,,835,,,,,,,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
836,,,,,1995,09,22,Zion,Hadera N,,4,,FALSE,,FALSE,,FALSE,,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
837,,,,,1995,09,22,Zion,Natanya N,,3.8,,FALSE,,FALSE,,FALSE,,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
838,,,,,1995,09,22,Zion,cesaria,,3.8,,FALSE,,FALSE,,FALSE,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
839,,,,,1995,09,23,Zion,Hadera S,22,,,FALSE,,FALSE,,FALSE,,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
