Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,box_only,night_drag_prawn,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Many Nasralas,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Gomber,Vak Vak,Shark,Pijama,Aras
3620,1,0,6,0,2018,4,15,Levi,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,2,,,,8 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3627,20,0,3,45,2018,4,17,Levi,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,2.5,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3628,6,15,23,15,2018,4,21,Levi,Tzinorot,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,2,,,,12 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3637,19,0,0,30,2018,4,26,Levi,Tzinorot,18.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,0.5,,,,8 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3638,1,15,6,0,2018,4,26,Levi,Tzinorot,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,1,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3751,3,15,6,0,2018,6,8,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,6.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3762,20,0,0,45,2018,6,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3763,1,15,5,45,2018,6,11,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,9 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3766,21,30,3,45,2018,6,12,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3767,19,30,0,45,2018,6,13,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3768,1,15,6,0,2018,6,13,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3792,1,15,5,45,2018,6,21,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3793,21,30,5,45,2018,6,22,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,22.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
3804,20,30,1,0,2018,6,26,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,,,,,10 Kg,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3805,1,30,5,45,2018,6,26,Michael,Tzinorot,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,10 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3808,19,45,3,45,2018,6,27,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,0.5,,,,22 Kg,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3811,20,0,1,0,2018,6,28,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,13 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.25,,,,,FALSE,,,,,,,,,,,,,,
3812,1,45,6,0,2018,6,28,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.33,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3819,19,0,0,0,2018,6,30,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,9.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3820,21,30,1,30,2018,9,4,Michael,Tzinorot,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,2,,3,,,,15 Kg,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.25,,,,,FALSE,,,,,,,,,,,,,,
3824,19,45,1,0,2018,9,5,Michael,Tzinorot,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.25,,4,,,,30 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3827,23,0,3,30,2018,9,6,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,4,,,,15 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3830,20,30,1,30,2018,9,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1.5,,7,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3831,2,0,6,30,2018,9,11,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,5.5,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3836,0,30,3,30,2018,9,12,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3839,19,15,0,0,2018,9,13,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,7,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3843,19,15,0,30,2018,9,14,Michael,Tzinorot,20.25,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,7,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3848,0,0,3,30,2018,9,15,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3856,0,15,3,30,2018,9,17,Michael,Tzinorot,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,13 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3894,13,30,18,15,2018,10,1,Michael,Tzinorot,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,4,,,,3 Kg,,,0.5,,,,,,4,,,4,,,,,,,,,,1,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3875,11,30,15,30,2018,9,26,Levi,Vingate S,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
192,,,,,,12,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
420,,,,,2014,4,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
434,2,0,6,0,2014,4,15,Levi,,16.5,1.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,8 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
463,,,,,2014,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
500,,,,,2014,5,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
526,,,,,2014,5,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
532,,,,,2014,5,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
613,10,45,14,45,2014,6,10,Doli,,21.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
698,2,0,4,0,2014,8,12,Levi,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,12 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
801,1,30,6,30,2014,9,27,Levi,,17,,,,FALSE,,FALSE,,FALSE,FALSE,,,1 S+,,7,,,1,25 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
805,22,0,3,0,2014,9,28,Levi,,12,2.2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,8,,,4,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
844,18,30,0,15,2014,10,14,Levi,,,3,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,50 Kg M+,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
874,11,30,15,30,2014,10,30,Levi,,16.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,2,,,,,,,,,,,1,,,,,,12,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
900,10,0,13,30,2014,11,11,Michael,,18,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,1,,,,5.5,,,,,,,,,,,,1,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
901,14,30,17,15,2014,11,11,Michael,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
902,18,0,23,30,2014,11,11,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,1,,7.5,,,,45 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
903,24,0,4,45,2014,11,11,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,8 Kg,,6,,,,35 Kg,,,,,,,,,,,,,,,,4 Kg,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
904,6,15,10,15,2014,11,12,Michael,,26.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,2.5 Kg,,1,,,,1 Kg,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
905,10,45,14,0,2014,11,12,Michael,,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
906,14,30,17,15,2014,11,12,Michael,,16,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,7 Kg,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
907,18,0,20,30,2014,11,12,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,8 Kg,,4,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
908,23,15,3,30,2014,11,12,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,5 Kg,,6,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
909,9,15,13,15,2014,11,13,Michael,,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,,,,0.5,,2.5,,,,,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
910,14,0,17,0,2014,11,13,Michael,,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,1 Kg,,,,,,,,3 Kg,,2.5,,,,,3 Kg,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
911,18,0,19,45,2014,11,13,Michael,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,5 Kg,,2 Kg,,,,20 Kg,,,,,,,,3 Kg,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
912,20,30,22,0,2014,11,13,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,,,1.5,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
913,22,30,3,15,2014,11,13,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,6 Kg,,4,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
914,8,0,12,15,2014,11,14,Michael,,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,0.5,,,,2,0.5,,,,,5,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
915,13,45,17,0,2014,11,14,Michael,,36,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,4,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
916,18,15,23,15,2014,11,14,Michael,,18,,,,FALSE,,FALSE,,FALSE,TRUE,,,1.5,,3,,,,30 Kg,,,,,,,,2,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
917,0,45,5,0,2014,11,14,Michael,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,3,,,,35 Kg,,,,,,,,2 Kg,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
918,6,0,10,0,2014,11,15,Michael,,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,7 Kg,,,,,,,,,,,,1.5,,1.5,,,,1,1.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
919,11,0,12,15,2014,11,15,Michael,,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
920,15,0,17,15,2014,11,15,Michael,,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,1,,1.5,,,,1,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
921,18,0,22,45,2014,11,15,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,7,,1.5,,,,21 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
922,23,15,3,0,2014,11,15,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,,,1,,,3 Kg,15 Kg,,,,,,,,5 Kg,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
940,23,0,5,0,2014,11,27,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,3.5,,4,,,,15 Kg,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
941,6,0,10,45,2014,11,28,Michael,,14,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1,,0.5,,,,,,,,20,,,1,,,5,2,,,,,,,,,,,,,,1.5 S+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
942,11,15,16,45,2014,11,28,Michael,,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,0.5,,,,,,,,,,10,,1.5,1,,,4,2,,,,,,,,,,,,,,0.5 S+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
943,17,45,23,45,2014,11,28,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,2,,2,,,,20 Kg,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
944,0,30,5,0,2014,11,28,Michael,,,,,,FALSE,,FALSE,,FALSE,TRUE,,,1.5,,2,,,,15 Kg,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
945,6,0,6,45,2014,11,29,Michael,,24,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,,,1,,,,2,1.5,1,,,,,,2 Kg,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
946,10,30,14,15,2014,11,29,Michael,,26,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,5 Kg,,,,2,,1.5,,,,2.5,0.5,,,,,1,,2 Kg,,,,,,,1 S+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
947,15,0,18,30,2014,11,29,Michael,,18.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,1,,,,3 Kg,,,,,,8,,1,,,,1.5,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
948,19,0,0,30,2014,11,29,Michael,,18.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
949,12,0,17,0,2014,11,30,Michael,,18.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,11,,1,,,,2.5,1.5,,,,,0.5,,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
950,18,0,23,0,2014,11,30,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1.5,,,,25 Kg,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
951,23,45,3,30,2014,11,30,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,3,,,,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
952,9,0,12,30,2014,12,1,Michael,,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,5,,0.5,,,,2,1.5,,,,,0.5,,,,,,,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
953,12,15,17,0,2014,12,1,Michael,,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,8,,0.5,,,,2,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
954,18,0,19,30,2014,12,1,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,1,10 Kg,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
955,20,30,23,0,2014,12,1,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
956,0,0,5,0,2014,12,1,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,1.5,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
957,5,45,10,0,2014,12,2,Michael,,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,5,,,,,,3,1,1,,,,,1,,,,,,,,3,FALSE,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,,,,
958,10,45,14,0,2014,12,2,Michael,,35,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,3,,0.5,,,,,1.5,0.5,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
959,15,0,19,0,2014,12,2,Michael,,20.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,4,,,,,,1.5,,,,,,,0.5,,,,,,,,2.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
960,18,0,23,0,2014,12,2,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,2,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
961,23,30,3,30,2014,12,2,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,1.5,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
962,5,45,10,15,2014,12,3,Michael,,21.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,3 Kg,,,,,,,,,,,,8,,3 Kg,,,,2,1.5,,,,,,,,,,,,,,2,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
963,10,45,14,30,2014,12,3,Michael,,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,,,1,,,,1.5,1,0.5,,,,,,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
964,15,0,17,15,2014,12,3,Michael,,,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,5.5,,0.5,,,,1,0.5,,,,,,,,,,,,,,3,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
965,18,15,23,45,2014,12,3,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,2,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
966,0,0,5,0,2014,12,3,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,1.5,,,1,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
967,6,0,9,30,2014,12,4,Michael,,18,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,3.5,,1,,,,0.5,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
968,10,0,14,0,2014,12,4,Michael,,28,,,,FALSE,,FALSE,,FALSE,FALSE,,,2.5,,,,,,,,,,,,3,,3,,,,0.5,1.5,0.5,,,,,1,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
969,14,30,17,0,2014,12,4,Michael,,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,1,,,,,,,6,,1,,,,,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
970,17,45,23,0,2014,12,4,Michael,,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,35 Kg,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
